project_id,mp_name,state,constituency,district,work_name,work_category,recommendation_date,sanction_date,start_date,estimated_cost_lakh,sanctioned_amount_lakh,expected_completion_date,actual_completion_date,status,agency_id,vendor_id,latitude,longitude,planned_progress_pct,physical_progress_pct,expenditure_lakh,prototype_anomaly_seed
MPL-0199,MP-364,Gujarat,Constituency-029,District-24,Sanitation Project 0199,Sanitation,2026-01-19,2026-02-02,2026-02-02,60.21,59.1,2026-10-06,,Ongoing,AG004,V061,23.169993,71.630991,85.19436195543975,94.02667631970668,42.95289383736265,normal
MPL-0200,MP-391,Tamil Nadu,Constituency-068,District-10,Sanitation Project 0200,Sanitation,2026-04-11,2026-04-29,2026-04-29,41.88,42.52,2026-11-25,,Ongoing,AG019,V038,10.240536,77.951474,67.09660408584193,75.87122573384363,12.234889371843291,normal
MPL-0201,MP-060,Gujarat,Constituency-001,District-15,Water Supply Project 0201,Water Supply,2026-05-13,2026-05-26,2026-05-26,18.31,18.58,2027-03-19,2027-04-13,Completed,AG011,V053,24.184776,72.477767,44.91962230087641,34.69747457331823,7.920535215565801,normal
MPL-0202,MP-330,West Bengal,Constituency-097,District-27,School Infrastructure Project 0202,School Infrastructure,2026-01-13,2026-02-03,2026-02-03,39.23,37.94,2027-01-06,2026-07-16,Completed,AG016,V012,23.194776,88.597767,58.59639967302256,57.0992057437151,9.578887952288897,normal
MPL-0203,MP-533,Rajasthan,Constituency-077,District-17,Water Supply Project 0203,Water Supply,2026-03-06,2026-03-21,2026-03-21,15.39,15.01,2026-10-20,,Under Review,AG023,V045,25.323403,72.53402,51.8363300650277,41.27264455937352,4.1162032035826766,normal
MPL-0204,MP-023,Gujarat,Constituency-076,District-17,Health Facility Project 0204,Health Facility,2026-03-23,2026-04-02,2026-04-02,19.87,20.26,2026-11-16,,Ongoing,AG029,V063,22.764776,73.657767,79.6604574262093,68.08120155492233,7.473717935097168,normal
MPL-0205,MP-455,Maharashtra,Constituency-049,District-04,Street Lighting Project 0205,Street Lighting,2026-04-25,2026-05-17,2026-05-17,11.5,11.84,2027-04-21,,Under Review,AG029,V033,19.855514,75.276426,71.40834537108421,73.78683297590077,3.083883533229564,normal
MPL-0206,MP-290,Rajasthan,Constituency-015,District-26,Road Project 0206,Road,2026-06-11,2026-06-19,2026-06-19,55.7,52.9,2027-01-10,,Ongoing,AG010,V054,24.614776,76.207767,68.30988853082023,59.32748603637603,64.29022865368822,cost_overrun
MPL-0207,MP-014,Uttar Pradesh,Constituency-086,District-03,Public Library Project 0207,Public Library,2026-06-22,2026-06-30,2026-06-30,29.27,27.06,2027-04-10,,Ongoing,AG007,V046,25.332376,83.021667,62.2995092352451,54.86877688922063,20.14768272612829,payment_milestone_issue
MPL-0208,MP-041,Gujarat,Constituency-110,District-10,Community Hall Project 0208,Community Hall,2026-01-04,2026-01-20,2026-01-20,60.1,61.27,2027-01-20,,Ongoing,AG025,V066,23.153933,69.60099,70.43852353627842,96.44012745253735,47.05316684330149,sudden_progress_jump
MPL-0209,MP-382,Karnataka,Constituency-105,District-11,Community Hall Project 0209,Community Hall,2025-12-24,2026-01-03,2026-01-03,55.76,52.35,2026-08-06,,Ongoing,AG028,V006,13.320214,77.033726,54.664007233075935,52.2937266022785,30.33984704332708,normal
MPL-0210,MP-495,Madhya Pradesh,Constituency-103,District-19,Sanitation Project 0210,Sanitation,2026-05-31,2026-06-26,2026-06-26,65.59,65.02,2027-04-24,,Under Review,AG027,V050,24.664776,77.367767,78.83002563694737,36.676740723997696,48.88717774885807,financial_physical_mismatch
MPL-0211,MP-347,Tamil Nadu,Constituency-067,District-17,Sports Facility Project 0211,Sports Facility,2026-04-07,2026-05-04,2026-05-04,16.13,15.57,2027-03-04,,Ongoing,AG001,V017,11.477074,79.054014,37.52847789588185,31.283960974908627,6.485622944893671,normal
MPL-0212,MP-170,Rajasthan,Constituency-010,District-25,Drainage Project 0212,Drainage,2026-01-19,2026-02-08,2026-02-08,72.23,71.32,2026-12-27,,Under Review,AG012,V050,25.249021,76.454807,35.64046770622528,44.19663895546891,36.94025199021416,normal
MPL-0213,MP-510,Uttar Pradesh,Constituency-096,District-21,Road Project 0213,Road,2026-05-16,2026-05-21,2026-05-21,35.26,35.61,2027-04-30,2026-11-27,Completed,AG017,V029,28.717571,77.368648,39.33568276651354,37.107838048621645,41.47300537400635,cost_overrun
MPL-0214,MP-229,Bihar,Constituency-109,District-15,Public Library Project 0214,Public Library,2026-05-20,2026-06-04,2026-06-04,53.9,54.87,2027-05-08,,Ongoing,AG001,V012,24.814776,86.267767,65.92829146516934,68.32940310350996,26.984528235989604,payment_milestone_issue
MPL-0215,MP-047,Madhya Pradesh,Constituency-115,District-06,Health Facility Project 0215,Health Facility,2026-01-10,2026-01-30,2026-01-30,62.67,59.19,2026-08-22,,Ongoing,AG023,V058,23.812203,78.65182,53.77464130172613,89.21434303380885,45.052459753541065,sudden_progress_jump
MPL-0216,MP-048,Telangana,Constituency-119,District-21,Community Hall Project 0216,Community Hall,2026-01-25,2026-02-20,2026-02-20,16.69,16.92,2026-10-06,,Under Review,AG009,V079,18.066874,80.129314,46.85742274029203,52.99761390185937,5.939034124558176,payment_milestone_issue
MPL-0217,MP-178,Madhya Pradesh,Constituency-094,District-27,Drainage Project 0217,Drainage,2026-05-01,2026-05-10,2026-05-10,77.4,71.24,2026-12-10,,Ongoing,AG022,V076,22.997571,80.098648,75.49176616721927,75.66274540311262,34.151708074222114,normal
MPL-0218,MP-142,West Bengal,Constituency-053,District-20,Health Facility Project 0218,Health Facility,2026-03-22,2026-04-18,2026-04-18,73.95,74.24,2027-03-19,,Ongoing,AG017,V050,22.773403,86.91402,50.04777339758612,59.24683122654068,56.7461290474214,normal
MPL-0219,MP-516,Bihar,Constituency-070,District-23,Health Facility Project 0219,Health Facility,2026-05-17,2026-06-11,2026-06-11,22.46,22.21,2027-02-01,,Ongoing,AG023,V071,26.364776,86.117767,50.98187225135879,46.57833103112757,13.467212688440968,normal
MPL-0220,MP-536,Tamil Nadu,Constituency-014,District-01,Public Library Project 0220,Public Library,2026-05-10,2026-05-27,2026-05-27,59.13,58.79,2027-05-12,,Ongoing,AG016,V075,13.097476,80.318467,84.1626300757856,83.90849175726493,42.03854992077351,normal
MPL-0221,MP-399,Rajasthan,Constituency-031,District-17,Sanitation Project 0221,Sanitation,2026-02-13,2026-03-15,2026-03-15,26.04,26.36,2027-03-04,,Ongoing,AG025,V021,25.244913,72.652507,72.98271677002055,33.72260300375278,19.51947459341381,financial_physical_mismatch
MPL-0222,MP-231,Maharashtra,Constituency-117,District-21,Street Lighting Project 0222,Street Lighting,2026-05-29,2026-06-25,2026-06-25,77.54,71.8,2027-03-12,,Under Review,AG013,V054,19.939014,79.229226,75.90184814351619,68.36976704356162,51.01321642797676,normal
MPL-0223,MP-042,West Bengal,Constituency-055,District-09,Public Library Project 0223,Public Library,2026-01-29,2026-02-20,2026-02-20,77.43,73.74,2026-08-07,,Delayed,AG024,V078,22.374821,87.239007,44.75842441685448,22.846171319364345,25.74245615476258,delay
MPL-0224,MP-367,Uttar Pradesh,Constituency-010,District-26,Road Project 0224,Road,2026-01-13,2026-02-09,2026-02-09,19.07,18.22,2026-08-18,,Under Review,AG011,V060,26.344776,80.847767,37.79704926573747,46.30945030830367,10.499686741620788,normal
MPL-0225,MP-544,Gujarat,Constituency-061,District-18,Public Library Project 0225,Public Library,2026-01-12,2026-02-10,2026-02-10,47.1,45.42,2026-11-23,2026-09-13,Completed,AG003,V065,22.886874,74.239314,54.21716229741196,61.65189055248855,27.32318551755621,payment_milestone_issue
MPL-0226,MP-530,Tamil Nadu,Constituency-106,District-25,Drainage Project 0226,Drainage,2026-05-24,2026-06-09,2026-06-09,77.04,76.66,2027-02-06,2026-11-22,Completed,AG008,V079,10.939314,78.013126,52.65153557788948,60.80204904446033,57.55966005211148,estimate_revision
MPL-0227,MP-219,Madhya Pradesh,Constituency-111,District-22,Road Project 0227,Road,2026-03-06,2026-03-24,2026-03-24,13.93,12.96,2027-01-29,,Ongoing,AG010,V025,24.61224,80.180043,88.43958234485382,93.45258974604783,6.902484151285532,normal
MPL-0228,MP-398,Telangana,Constituency-058,District-21,Community Hall Project 0228,Community Hall,2025-12-21,2026-01-07,2026-01-07,59.61,55.09,2026-10-31,,Under Review,AG024,V020,17.973403,80.06402,39.02864160377341,33.89724432852752,49.7020500770821,financial_physical_mismatch
MPL-0229,MP-289,Karnataka,Constituency-098,District-30,Public Library Project 0229,Public Library,2025-12-29,2026-01-17,2026-01-17,11.28,11.43,2026-12-12,,Ongoing,AG001,V080,14.914776,75.127767,54.67350763114263,53.73592055125242,4.613301132083032,normal
MPL-0230,MP-145,Maharashtra,Constituency-016,District-02,Drainage Project 0230,Drainage,2026-02-21,2026-02-26,2026-02-26,61.77,62.24,2026-09-28,2026-08-07,Completed,AG006,V069,21.160576,79.135967,81.72070909302568,100.0,36.47539129308946,sudden_progress_jump
MPL-0231,MP-118,Bihar,Constituency-024,District-22,Community Hall Project 0231,Community Hall,2026-02-28,2026-03-30,2026-03-30,37.71,37.37,2026-11-19,,Ongoing,AG010,V027,26.314776,87.027767,63.190398200117286,54.73139406653398,13.715448599889758,normal
MPL-0232,MP-103,Bihar,Constituency-037,District-20,Drainage Project 0232,Drainage,2026-01-12,2026-01-19,2026-01-19,56.36,53.41,2026-09-30,,Ongoing,AG021,V071,25.944776,87.097767,45.85796758463538,46.63107195962665,40.28802559085709,estimate_revision
MPL-0233,MP-447,Madhya Pradesh,Constituency-036,District-27,Health Facility Project 0233,Health Facility,2026-06-11,2026-06-27,2026-06-27,18.97,18.64,2027-05-22,,Ongoing,AG020,V040,22.86224,80.130043,79.42348705528917,88.51398333773825,6.32602345614236,payment_milestone_issue
MPL-0234,MP-079,Madhya Pradesh,Constituency-094,District-03,Drainage Project 0234,Drainage,2026-03-15,2026-03-20,2026-03-20,47.72,44.83,2026-08-20,,Delayed,AG015,V046,23.09374,79.966443,68.36452163389737,23.46545092695056,31.610450580244656,delay
MPL-0235,MP-298,West Bengal,Constituency-018,District-15,Sports Facility Project 0235,Sports Facility,2026-02-03,2026-02-24,2026-02-24,47.71,46.75,2026-09-01,,Ongoing,AG013,V076,24.194776,87.827767,89.93004962565185,88.31633654287621,30.894949585294377,estimate_revision
MPL-0236,MP-496,Bihar,Constituency-046,District-02,Road Project 0236,Road,2026-05-26,2026-06-07,2026-06-07,19.94,19.47,2027-05-28,,Ongoing,AG022,V031,24.806176,85.047967,59.542124411145096,51.48331845713476,14.657352261597484,normal
MPL-0237,MP-270,Uttar Pradesh,Constituency-075,District-18,Health Facility Project 0237,Health Facility,2026-05-29,2026-06-21,2026-06-21,45.29,45.61,2027-02-08,2027-06-29,Completed,AG008,V006,27.938257,78.665522,56.34512104713978,29.91606922040608,33.78081856764169,financial_physical_mismatch
MPL-0238,MP-007,Tamil Nadu,Constituency-065,District-29,Sports Facility Project 0238,Sports Facility,2026-05-04,2026-05-13,2026-05-13,35.1,35.79,2027-01-12,,Under Review,AG021,V010,9.594776,77.997767,63.40044801921637,59.16420418993033,25.407009397649126,normal
MPL-0239,MP-491,Bihar,Constituency-062,District-07,Sanitation Project 0239,Sanitation,2026-01-25,2026-02-17,2026-02-17,34.08,34.04,2026-09-25,,Under Review,AG007,V020,25.212976,85.562667,41.50816225529485,34.57578157247999,23.14452764104344,normal
MPL-0240,MP-020,Maharashtra,Constituency-113,District-24,Water Supply Project 0240,Water Supply,2026-04-29,2026-05-27,2026-05-27,19.6,19.39,2027-04-23,,Under Review,AG002,V017,21.294776,76.087767,37.1554975881716,65.75624837969754,5.422090893155637,sudden_progress_jump
MPL-0241,MP-172,Karnataka,Constituency-093,District-22,Water Supply Project 0241,Water Supply,2026-04-16,2026-05-01,2026-05-01,20.28,20.51,2026-10-01,,Delayed,AG015,V078,12.724776,77.327767,68.046129292616,26.49121875144633,14.046072203972548,delay
MPL-0242,MP-488,Karnataka,Constituency-116,District-20,Water Supply Project 0242,Water Supply,2026-01-10,2026-02-03,2026-02-03,9.19,8.98,2026-08-29,,Ongoing,AG013,V050,13.139314,77.463126,85.01365726992319,88.06974955629754,6.178711614893537,normal
MPL-0243,MP-380,Bihar,Constituency-112,District-02,Community Hall Project 0243,Community Hall,2026-05-22,2026-06-18,2026-06-18,72.94,71.43,2027-01-17,,Under Review,AG003,V062,24.858274,84.979514,35.06601131955752,43.69617781326504,43.54633240535148,normal
MPL-0244,MP-006,Madhya Pradesh,Constituency-091,District-24,Street Lighting Project 0244,Street Lighting,2026-05-29,2026-06-28,2026-06-28,15.04,14.06,2027-05-21,2027-01-22,Completed,AG012,V076,23.184776,81.397767,61.2427680352497,100.0,9.916492988240655,sudden_progress_jump
MPL-0245,MP-283,Bihar,Constituency-088,District-13,Road Project 0245,Road,2026-05-28,2026-06-26,2026-06-26,37.44,34.88,2027-03-13,2027-05-08,Completed,AG013,V027,24.723403,84.28402,58.43393739936259,59.312081466738846,13.550549833755534,normal
MPL-0246,MP-236,Bihar,Constituency-058,District-26,Drainage Project 0246,Drainage,2026-04-27,2026-05-24,2026-05-24,42.83,44.06,2027-04-11,,Ongoing,AG006,V048,26.664776,84.967767,66.77081341996488,71.8030920733547,55.01688579060912,cost_overrun
MPL-0247,MP-091,Bihar,Constituency-009,District-09,Street Lighting Project 0247,Street Lighting,2026-05-09,2026-05-21,2026-05-21,58.19,58.06,2027-04-23,,Under Review,AG026,V044,25.432976,86.174967,43.84059050232695,53.06113603256633,62.903686866463495,cost_overrun
MPL-0248,MP-035,Telangana,Constituency-101,District-20,Street Lighting Project 0248,Street Lighting,2026-02-22,2026-03-15,2026-03-15,77.37,71.67,2027-03-12,2026-10-10,Completed,AG020,V067,18.316874,79.779314,77.54846487278178,34.56305563530577,64.94389187093411,financial_physical_mismatch
MPL-0249,MP-531,Gujarat,Constituency-002,District-24,Road Project 0249,Road,2026-05-21,2026-06-17,2026-06-17,78.25,72.74,2026-12-14,,Ongoing,AG012,V031,23.129021,71.544807,50.17652785690135,46.96406903602791,44.001945145079766,normal
MPL-0250,MP-417,Uttar Pradesh,Constituency-065,District-04,Public Library Project 0250,Public Library,2026-03-09,2026-03-31,2026-03-31,77.36,73.52,2026-12-24,2026-10-21,Completed,AG030,V075,25.450576,81.894067,68.34998743957388,60.62954168746502,54.60685763554875,normal
MPL-0251,MP-472,Karnataka,Constituency-115,District-19,Public Library Project 0251,Public Library,2026-05-23,2026-05-28,2026-05-28,57.98,59.5,2027-01-27,,Under Review,AG009,V069,13.289314,75.703126,65.97427320927116,70.9135514494155,38.761920043946816,normal
MPL-0252,MP-183,Telangana,Constituency-061,District-11,Water Supply Project 0252,Water Supply,2026-03-06,2026-03-22,2026-03-22,76.79,75.01,2027-01-01,2026-09-17,Completed,AG022,V030,17.524776,78.317767,35.53477554429337,41.8426705326044,90.3833385696949,cost_overrun
MPL-0253,MP-505,Gujarat,Constituency-079,District-01,Water Supply Project 0253,Water Supply,2026-02-01,2026-03-02,2026-03-02,70.84,66.78,2026-07-10,,Delayed,AG016,V026,23.037276,72.619167,46.15216073335503,12.66723225263478,38.58924749150141,delay
MPL-0254,MP-490,Madhya Pradesh,Constituency-070,District-02,Health Facility Project 0254,Health Facility,2026-04-16,2026-05-07,2026-05-07,70.55,68.71,2027-03-30,,Under Review,AG020,V041,22.734376,75.905467,89.1417075472655,18.649977795211147,3.919167710402806,low_expenditure
MPL-0255,MP-270,Gujarat,Constituency-031,District-09,Drainage Project 0255,Drainage,2026-04-08,2026-04-28,2026-04-28,57.62,53.09,2027-01-13,2026-11-21,Completed,AG004,V067,23.654874,72.348614,46.59138121357962,47.37356203112745,22.429526162360297,normal
MPL-0256,MP-103,Gujarat,Constituency-093,District-09,Drainage Project 0256,Drainage,2026-03-19,2026-04-18,2026-04-18,62.16,59.68,2027-04-12,,Ongoing,AG014,V027,23.561403,72.28332,57.0325928582223,54.948630670735135,32.99391794989693,normal
MPL-0257,MP-308,Telangana,Constituency-033,District-18,Water Supply Project 0257,Water Supply,2026-04-09,2026-05-02,2026-05-02,20.72,20.2,2026-10-31,,Under Review,AG005,V020,19.397571,79.428648,89.75589736647808,96.4424755052046,10.58507667349888,normal
MPL-0258,MP-422,Gujarat,Constituency-016,District-12,Road Project 0258,Road,2026-04-06,2026-05-02,2026-05-02,14.93,14.96,2027-04-08,2026-10-14,Completed,AG007,V033,20.997571,72.868648,49.28730171064221,45.214046472166565,8.160238512012432,normal
MPL-0259,MP-346,West Bengal,Constituency-054,District-21,Public Library Project 0259,Public Library,2026-03-08,2026-04-01,2026-04-01,56.47,54.98,2026-12-20,2026-10-20,Completed,AG006,V037,22.486874,87.299314,75.50893906191853,100.0,24.84918025115128,sudden_progress_jump
MPL-0260,MP-534,Karnataka,Constituency-058,District-14,Community Hall Project 0260,Community Hall,2026-02-18,2026-02-28,2026-02-28,30.82,29.34,2026-11-15,2027-02-14,Completed,AG006,V044,16.194776,75.737767,49.710981497885086,51.89315594729923,11.552962225633747,normal
MPL-0261,MP-107,Rajasthan,Constituency-034,District-20,Sanitation Project 0261,Sanitation,2026-02-14,2026-02-23,2026-02-23,36.59,34.05,2026-10-03,,Ongoing,AG024,V011,24.077571,74.728648,86.52365139371159,84.93373892004449,9.48386077082004,normal
MPL-0262,MP-479,Telangana,Constituency-112,District-18,Sanitation Project 0262,Sanitation,2026-03-01,2026-03-14,2026-03-14,53.11,49.63,2027-01-01,2026-12-20,Completed,AG008,V032,19.26224,79.460043,81.1184778391081,69.74704628554618,29.861430100117747,normal
MPL-0263,MP-233,Bihar,Constituency-104,District-03,School Infrastructure Project 0263,School Infrastructure,2026-04-08,2026-04-27,2026-04-27,61.92,62.94,2027-04-03,,Under Review,AG019,V077,25.221814,86.917326,58.92375542812265,60.99905862554841,33.54107779981452,normal
MPL-0264,MP-441,Gujarat,Constituency-103,District-10,Sanitation Project 0264,Sanitation,2026-04-20,2026-05-14,2026-05-14,32.76,31.83,2026-12-14,,Ongoing,AG001,V001,23.135756,69.741815,35.45744108280053,43.74338578916969,23.93257852946407,normal
MPL-0265,MP-545,Tamil Nadu,Constituency-104,District-09,Water Supply Project 0265,Water Supply,2026-04-04,2026-04-22,2026-04-22,25.99,25.95,2027-01-28,2026-12-10,Completed,AG014,V072,10.760403,79.05182,70.52949396099731,29.38242932788969,21.36520622104372,financial_physical_mismatch
MPL-0266,MP-105,Gujarat,Constituency-037,District-09,Sanitation Project 0266,Sanitation,2026-05-30,2026-06-08,2026-06-08,27.59,27.27,2027-03-30,,Ongoing,AG004,V059,23.482913,72.401807,45.328419339920615,33.75511807935453,7.534837303047667,normal
MPL-0267,MP-150,Rajasthan,Constituency-008,District-09,Community Hall Project 0267,Community Hall,2026-04-08,2026-05-07,2026-05-07,32.62,31.13,2026-12-28,2026-11-03,Completed,AG005,V002,27.110113,77.525507,78.97042935648386,88.92562517212706,15.43278365594266,normal
MPL-0268,MP-204,Gujarat,Constituency-059,District-24,Water Supply Project 0268,Water Supply,2026-03-10,2026-04-08,2026-04-08,16.78,16.86,2026-10-08,,Ongoing,AG029,V033,23.011933,71.56409,48.69292982789787,53.65988715449923,8.173210386800704,normal
MPL-0269,MP-370,Rajasthan,Constituency-114,District-02,Drainage Project 0269,Drainage,2026-02-26,2026-03-24,2026-03-24,53.3,49.28,2026-10-30,,Ongoing,AG013,V040,26.253676,73.072067,86.55815079977286,86.01852836395807,18.936123477167985,normal
MPL-0270,MP-381,Telangana,Constituency-099,District-03,Health Facility Project 0270,Health Facility,2026-02-28,2026-03-12,2026-03-12,16.61,16.72,2027-02-04,,Ongoing,AG001,V022,18.58474,78.074143,35.49114207391382,24.41499619237792,11.122844189008791,normal
MPL-0271,MP-450,West Bengal,Constituency-094,District-07,Health Facility Project 0271,Health Facility,2026-01-11,2026-01-16,2026-01-16,54.41,54.25,2026-10-14,2027-01-17,Completed,AG030,V008,25.018476,88.193567,78.53064344008669,69.29884750872168,20.252477323688968,normal
MPL-0272,MP-282,Gujarat,Constituency-112,District-27,Sanitation Project 0272,Sanitation,2026-04-11,2026-05-05,2026-05-05,39.5,37.62,2027-04-30,,Under Review,AG029,V006,21.444776,70.407767,73.33707762476101,65.51214602159334,13.1260756978246,payment_milestone_issue
MPL-0273,MP-245,Karnataka,Constituency-042,District-24,Public Library Project 0273,Public Library,2026-03-10,2026-03-17,2026-03-17,47.0,45.59,2026-11-19,2027-03-10,Completed,AG005,V058,12.399314,75.663126,77.675484903838,76.8065550284862,29.12465190906457,normal
MPL-0274,MP-207,Telangana,Constituency-014,District-16,Water Supply Project 0274,Water Supply,2026-05-11,2026-05-22,2026-05-22,52.14,49.82,2026-12-27,,Ongoing,AG017,V064,18.344776,78.877767,70.24971613817902,34.209447231660704,37.16347078963486,financial_physical_mismatch
MPL-0275,MP-480,Telangana,Constituency-103,District-21,Drainage Project 0275,Drainage,2026-06-23,2026-06-29,2026-06-29,26.43,25.38,2027-05-26,,Ongoing,AG017,V080,17.894913,80.182507,68.32744933278475,17.37108252142411,4.204698312644341,low_expenditure
MPL-0276,MP-237,Telangana,Constituency-069,District-13,Health Facility Project 0276,Health Facility,2026-05-27,2026-06-07,2026-06-07,46.09,46.13,2027-02-10,,Ongoing,AG026,V008,17.364776,77.777767,80.89510740127228,70.6096856482031,16.81101905568532,normal
MPL-0277,MP-517,West Bengal,Constituency-044,District-22,School Infrastructure Project 0277,School Infrastructure,2026-04-07,2026-04-17,2026-04-17,63.17,62.12,2026-11-10,,Under Review,AG018,V072,21.944776,87.797767,72.09709100596332,75.55320016194108,76.54837432434734,cost_overrun
MPL-0278,MP-464,Tamil Nadu,Constituency-058,District-13,Health Facility Project 0278,Health Facility,2026-04-01,2026-04-06,2026-04-06,63.02,60.96,2027-01-16,2026-12-14,Completed,AG018,V042,12.574171,78.163248,74.92272259883433,21.485623294514276,10.387529132162292,low_expenditure
MPL-0279,MP-524,West Bengal,Constituency-072,District-19,Road Project 0279,Road,2026-02-24,2026-03-19,2026-03-19,29.62,27.97,2026-09-16,2027-01-14,Completed,AG017,V018,23.08224,86.350043,82.06462340295134,70.54205357501853,19.177019604348267,normal
MPL-0280,MP-178,Tamil Nadu,Constituency-063,District-27,School Infrastructure Project 0280,School Infrastructure,2026-03-08,2026-04-04,2026-04-04,25.99,24.64,2027-02-27,,Under Review,AG005,V034,11.234776,77.467767,51.51663374196575,11.158023482961266,2.2720535875009795,low_expenditure
MPL-0281,MP-233,Karnataka,Constituency-096,District-21,Sports Facility Project 0281,Sports Facility,2025-12-17,2026-01-10,2026-01-10,35.47,35.68,2026-12-03,,Ongoing,AG021,V039,13.459021,77.634807,85.70293230861114,81.0595044870231,25.55722814211604,normal
MPL-0282,MP-457,Telangana,Constituency-097,District-20,Road Project 0282,Road,2025-12-19,2026-01-11,2026-01-11,46.87,43.89,2026-09-29,,Under Review,AG010,V068,18.223403,79.71402,62.6320885745978,55.48962642064407,12.147676760715996,normal
MPL-0283,MP-139,Uttar Pradesh,Constituency-062,District-18,Street Lighting Project 0283,Street Lighting,2026-03-17,2026-03-28,2026-03-28,42.26,42.34,2026-10-15,,Ongoing,AG005,V017,27.931163,78.583976,65.14838227596522,58.9246577607636,19.528026423898424,normal
MPL-0284,MP-375,Rajasthan,Constituency-045,District-07,Public Library Project 0284,Public Library,2026-02-18,2026-03-05,2026-03-05,13.16,13.23,2026-11-02,,Under Review,AG020,V068,25.320014,74.564426,52.78764026359162,61.11867804328344,3.9357287131998553,normal
MPL-0285,MP-116,Uttar Pradesh,Constituency-095,District-02,School Infrastructure Project 0285,School Infrastructure,2026-04-12,2026-04-24,2026-04-24,18.5,17.11,2027-03-29,,Ongoing,AG012,V079,26.464676,80.379667,79.99945560724979,72.39253030657642,7.667419072864019,normal
MPL-0286,MP-145,Uttar Pradesh,Constituency-089,District-23,Road Project 0286,Road,2026-02-22,2026-03-20,2026-03-20,41.93,40.11,2027-01-09,,Under Review,AG011,V015,29.517571,77.648648,75.70071417533086,68.36197107340344,21.643549867842665,normal
MPL-0287,MP-020,Bihar,Constituency-038,District-28,Road Project 0287,Road,2025-12-22,2026-01-16,2026-01-16,22.45,22.37,2026-09-25,2026-07-22,Completed,AG009,V022,26.199314,84.283126,49.92047982603079,30.188574986458857,19.072579838211976,financial_physical_mismatch
MPL-0288,MP-403,Bihar,Constituency-096,District-06,Community Hall Project 0288,Community Hall,2026-04-30,2026-05-05,2026-05-05,46.27,43.52,2027-04-02,2027-02-14,Completed,AG029,V041,26.168976,85.939567,62.53579525778834,20.69001921424428,35.94243132699497,financial_physical_mismatch
MPL-0289,MP-403,Uttar Pradesh,Constituency-085,District-05,Water Supply Project 0289,Water Supply,2026-01-09,2026-01-16,2026-01-16,26.55,25.56,2026-12-22,2026-09-20,Completed,AG017,V036,27.08894,77.988143,89.99734904480893,99.78530394632722,19.18003102328816,normal
MPL-0290,MP-142,West Bengal,Constituency-040,District-23,Water Supply Project 0290,Water Supply,2026-04-30,2026-05-27,2026-05-27,38.71,36.94,2027-01-01,,Ongoing,AG014,V031,21.644776,87.567767,68.29528866790727,66.17701074510666,11.814861159973852,normal
MPL-0291,MP-424,Telangana,Constituency-053,District-10,School Infrastructure Project 0291,School Infrastructure,2026-01-22,2026-02-10,2026-02-10,12.88,12.6,2026-07-20,,Delayed,AG021,V073,17.158676,79.671667,74.56922781848385,10.73708365958836,8.75633132091331,delay
MPL-0292,MP-489,Uttar Pradesh,Constituency-018,District-17,School Infrastructure Project 0292,School Infrastructure,2026-01-04,2026-01-28,2026-01-28,21.3,21.38,2026-08-29,2026-07-27,Completed,AG025,V025,27.894776,79.957767,68.65898787179631,13.482738014040034,2.9794980940647364,low_expenditure
MPL-0293,MP-210,Gujarat,Constituency-009,District-06,Street Lighting Project 0293,Street Lighting,2026-01-17,2026-02-05,2026-02-05,21.91,20.23,2026-09-14,,Ongoing,AG016,V061,22.450014,69.990826,77.0496369770529,65.37995070699155,7.95089802390209,normal
MPL-0294,MP-534,Tamil Nadu,Constituency-014,District-15,Drainage Project 0294,Drainage,2026-04-01,2026-04-20,2026-04-20,63.89,63.05,2027-01-28,,Ongoing,AG029,V032,11.954876,79.533867,80.33806831330492,84.18248841020706,28.9336371573236,normal
MPL-0295,MP-171,Rajasthan,Constituency-055,District-10,Public Library Project 0295,Public Library,2025-12-18,2026-01-11,2026-01-11,35.89,36.04,2026-11-29,2026-10-16,Completed,AG018,V051,27.624176,75.187667,87.94257713639178,80.1192846157938,17.40600647173404,normal
MPL-0296,MP-026,Gujarat,Constituency-023,District-15,Drainage Project 0296,Drainage,2026-01-01,2026-01-24,2026-01-24,44.05,41.4,2027-01-23,2026-10-26,Completed,AG027,V058,24.217571,72.378648,67.19962463961045,74.87484104108694,22.33926468796208,estimate_revision
MPL-0297,MP-537,Madhya Pradesh,Constituency-091,District-13,Community Hall Project 0297,Community Hall,2026-05-30,2026-06-27,2026-06-27,73.32,73.88,2027-06-08,2026-12-25,Completed,AG009,V042,21.914776,77.947767,74.51060958452096,65.2285823549005,22.94028801057112,normal
MPL-0298,MP-316,Gujarat,Constituency-040,District-24,Street Lighting Project 0298,Street Lighting,2025-12-14,2026-01-12,2026-01-12,73.68,72.37,2026-07-04,,Delayed,AG018,V049,22.993756,71.704915,71.27416873311242,27.801187196990565,51.41699070536775,delay
MPL-0299,MP-465,Gujarat,Constituency-053,District-15,Community Hall Project 0299,Community Hall,2026-02-14,2026-02-21,2026-02-21,52.82,50.07,2026-08-20,,Under Review,AG029,V017,24.08224,72.410043,60.22534618056952,35.302167172355475,38.43251383715104,financial_physical_mismatch
