payment_id,project_id,vendor_id,payment_date,amount_lakh,payment_stage,payment_status,reference_number
PAY-02102,MPL-0251,V069,2026-09-17,1.63,Foundation,Processed,REF-0002102
PAY-02103,MPL-0251,V069,2026-12-03,7.3,Mobilization,Processed,REF-0002103
PAY-02104,MPL-0251,V069,2026-11-27,5.53,Finishing,Processed,REF-0002104
PAY-02105,MPL-0251,V069,2026-07-25,4.13,Final,Processed,REF-0002105
PAY-02106,MPL-0251,V069,2026-10-16,0.94,Mobilization,Processed,REF-0002106
PAY-02107,MPL-0251,V069,2027-04-13,7.94,Mobilization,Processed,REF-0002107
PAY-02108,MPL-0252,V030,2026-10-09,5.97,Mobilization,Processed,REF-0002108
PAY-02109,MPL-0252,V030,2026-06-26,35.08,Mobilization,Processed,REF-0002109
PAY-02110,MPL-0252,V030,2026-12-27,1.04,Mobilization,Processed,REF-0002110
PAY-02111,MPL-0252,V030,2026-04-03,36.74,Execution,Processed,REF-0002111
PAY-02112,MPL-0252,V030,2026-10-14,11.55,Execution,Processed,REF-0002112
PAY-02113,MPL-0253,V026,2026-12-27,5.33,Final,Processed,REF-0002113
PAY-02114,MPL-0253,V026,2026-09-19,3.78,Mobilization,Processed,REF-0002114
PAY-02115,MPL-0253,V026,2026-06-08,1.69,Foundation,Processed,REF-0002115
PAY-02116,MPL-0253,V026,2027-01-31,8.69,Final,Processed,REF-0002116
PAY-02117,MPL-0253,V026,2026-11-22,19.09,Foundation,Processed,REF-0002117
PAY-02118,MPL-0254,V041,2026-11-09,1.22,Mobilization,Processed,REF-0002118
PAY-02119,MPL-0254,V041,2026-08-04,0.08,Final,Processed,REF-0002119
PAY-02120,MPL-0254,V041,2026-11-24,0.48,Final,Processed,REF-0002120
PAY-02121,MPL-0254,V041,2026-08-15,0.42,Finishing,Processed,REF-0002121
PAY-02122,MPL-0254,V041,2026-08-15,0.16,Final,Processed,REF-0002122
PAY-02123,MPL-0254,V041,2026-08-01,0.01,Finishing,Processed,REF-0002123
PAY-02124,MPL-0254,V041,2026-06-01,0.45,Final,Processed,REF-0002124
PAY-02125,MPL-0254,V041,2026-06-05,1.11,Final,Processed,REF-0002125
PAY-02126,MPL-0255,V067,2026-10-14,4.23,Execution,Processed,REF-0002126
PAY-02127,MPL-0255,V067,2026-07-02,2.42,Execution,Processed,REF-0002127
PAY-02128,MPL-0255,V067,2026-08-08,3.15,Final,Processed,REF-0002128
PAY-02129,MPL-0255,V067,2027-01-28,0.94,Foundation,Processed,REF-0002129
PAY-02130,MPL-0255,V067,2026-06-28,5.88,Finishing,Processed,REF-0002130
PAY-02131,MPL-0255,V067,2026-08-14,5.81,Final,Processed,REF-0002131
PAY-02132,MPL-0256,V027,2027-03-07,0.67,Execution,Processed,REF-0002132
PAY-02133,MPL-0256,V027,2026-12-16,8.99,Final,Processed,REF-0002133
PAY-02134,MPL-0256,V027,2026-11-13,1.34,Finishing,Processed,REF-0002134
PAY-02135,MPL-0256,V027,2026-06-26,17.23,Final,Processed,REF-0002135
PAY-02136,MPL-0256,V027,2026-05-31,2.06,Execution,Processed,REF-0002136
PAY-02137,MPL-0256,V027,2026-09-01,0.84,Execution,Processed,REF-0002137
PAY-02138,MPL-0256,V027,2026-07-09,1.85,Foundation,Processed,REF-0002138
PAY-02139,MPL-0257,V020,2026-08-16,0.64,Finishing,Processed,REF-0002139
PAY-02140,MPL-0257,V020,2026-06-02,0.08,Execution,Processed,REF-0002140
PAY-02141,MPL-0257,V020,2026-06-11,0.96,Finishing,Processed,REF-0002141
PAY-02142,MPL-0257,V020,2027-04-14,1.01,Final,Processed,REF-0002142
PAY-02143,MPL-0257,V020,2026-07-01,1.49,Final,Processed,REF-0002143
PAY-02144,MPL-0257,V020,2026-06-27,0.03,Execution,Processed,REF-0002144
PAY-02145,MPL-0257,V020,2027-02-05,0.87,Final,Processed,REF-0002145
PAY-02146,MPL-0257,V020,2027-03-02,0.06,Final,Processed,REF-0002146
PAY-02147,MPL-0257,V020,2027-02-03,1.34,Finishing,Processed,REF-0002147
PAY-02148,MPL-0257,V020,2027-02-15,0.06,Foundation,Processed,REF-0002148
PAY-02149,MPL-0257,V020,2026-10-03,2.69,Execution,Processed,REF-0002149
PAY-02150,MPL-0257,V020,2026-07-20,1.34,Finishing,Processed,REF-0002150
PAY-02151,MPL-0258,V033,2026-10-08,0.82,Finishing,Processed,REF-0002151
PAY-02152,MPL-0258,V033,2026-12-04,0.67,Finishing,Processed,REF-0002152
PAY-02153,MPL-0258,V033,2026-11-21,0.16,Mobilization,Processed,REF-0002153
PAY-02154,MPL-0258,V033,2027-01-18,0.4,Mobilization,Processed,REF-0002154
PAY-02155,MPL-0258,V033,2027-01-18,2.35,Mobilization,Processed,REF-0002155
PAY-02156,MPL-0258,V033,2026-10-23,2.72,Final,Processed,REF-0002156
PAY-02157,MPL-0258,V033,2027-01-14,0.0,Final,Processed,REF-0002157
PAY-02158,MPL-0258,V033,2026-11-27,1.04,Execution,Processed,REF-0002158
PAY-02159,MPL-0259,V037,2026-09-05,2.51,Mobilization,Processed,REF-0002159
PAY-02160,MPL-0259,V037,2027-01-06,1.91,Mobilization,Processed,REF-0002160
PAY-02161,MPL-0259,V037,2026-07-16,0.17,Mobilization,Processed,REF-0002161
PAY-02162,MPL-0259,V037,2026-09-15,0.49,Final,Processed,REF-0002162
PAY-02163,MPL-0259,V037,2027-01-28,0.57,Final,Processed,REF-0002163
PAY-02164,MPL-0259,V037,2026-07-08,3.52,Execution,Processed,REF-0002164
PAY-02165,MPL-0259,V037,2026-05-05,1.23,Final,Processed,REF-0002165
PAY-02166,MPL-0259,V037,2026-04-25,1.32,Mobilization,Processed,REF-0002166
PAY-02167,MPL-0259,V037,2026-09-13,5.4,Finishing,Processed,REF-0002167
PAY-02168,MPL-0259,V037,2026-07-16,2.0,Execution,Processed,REF-0002168
PAY-02169,MPL-0259,V037,2027-01-11,4.53,Mobilization,Processed,REF-0002169
PAY-02170,MPL-0259,V037,2026-11-19,1.21,Final,Processed,REF-0002170
PAY-02171,MPL-0260,V044,2026-11-25,0.4,Execution,Processed,REF-0002171
PAY-02172,MPL-0260,V044,2026-04-01,6.56,Foundation,Processed,REF-0002172
PAY-02173,MPL-0260,V044,2026-04-29,1.52,Finishing,Processed,REF-0002173
PAY-02174,MPL-0260,V044,2026-06-13,0.49,Foundation,Processed,REF-0002174
PAY-02175,MPL-0260,V044,2026-08-20,0.89,Mobilization,Processed,REF-0002175
PAY-02176,MPL-0260,V044,2026-06-22,0.13,Finishing,Processed,REF-0002176
PAY-02177,MPL-0260,V044,2026-06-23,1.56,Final,Processed,REF-0002177
PAY-02178,MPL-0261,V011,2026-03-28,2.29,Finishing,Processed,REF-0002178
PAY-02179,MPL-0261,V011,2026-06-18,3.24,Mobilization,Processed,REF-0002179
PAY-02180,MPL-0261,V011,2026-07-31,3.22,Mobilization,Processed,REF-0002180
PAY-02181,MPL-0261,V011,2026-07-06,0.16,Execution,Processed,REF-0002181
PAY-02182,MPL-0261,V011,2026-06-03,0.57,Finishing,Processed,REF-0002182
PAY-02183,MPL-0262,V032,2026-09-30,0.1,Finishing,Processed,REF-0002183
PAY-02184,MPL-0262,V032,2026-04-15,6.51,Foundation,Processed,REF-0002184
PAY-02185,MPL-0262,V032,2026-06-04,1.5,Final,Processed,REF-0002185
PAY-02186,MPL-0262,V032,2026-07-28,3.36,Final,Processed,REF-0002186
PAY-02187,MPL-0262,V032,2026-08-03,4.23,Finishing,Processed,REF-0002187
PAY-02188,MPL-0262,V032,2027-01-10,1.89,Execution,Processed,REF-0002188
PAY-02189,MPL-0262,V032,2026-07-06,1.23,Execution,Processed,REF-0002189
PAY-02190,MPL-0262,V032,2026-10-19,11.04,Mobilization,Processed,REF-0002190
PAY-02191,MPL-0263,V077,2026-12-04,10.0,Finishing,Processed,REF-0002191
PAY-02192,MPL-0263,V077,2026-12-05,10.0,Foundation,Processed,REF-0002192
PAY-02193,MPL-0263,V077,2027-01-11,2.17,Execution,Processed,REF-0002193
PAY-02194,MPL-0263,V077,2027-03-10,11.99,Mobilization,Processed,REF-0002194
PAY-02195,MPL-0263,V077,2027-03-23,0.02,Finishing,Processed,REF-0002195
PAY-02196,MPL-0263,V077,2026-05-28,1.77,Finishing,Processed,REF-0002196
PAY-02197,MPL-0263,V077,2026-07-11,0.35,Foundation,Processed,REF-0002197
PAY-02198,MPL-0263,V077,2026-06-12,2.37,Mobilization,Processed,REF-0002198
PAY-02199,MPL-0263,V077,2026-07-05,0.08,Foundation,Processed,REF-0002199
PAY-02200,MPL-0263,V077,2027-01-12,1.74,Mobilization,Processed,REF-0002200
PAY-02201,MPL-0263,V077,2026-08-08,0.83,Final,Processed,REF-0002201
PAY-02202,MPL-0264,V001,2026-08-17,10.0,Execution,Processed,REF-0002202
PAY-02203,MPL-0264,V001,2026-08-18,10.0,Execution,Processed,REF-0002203
PAY-02204,MPL-0264,V001,2027-02-22,2.72,Execution,Processed,REF-0002204
PAY-02205,MPL-0264,V001,2026-10-16,3.15,Final,Processed,REF-0002205
PAY-02206,MPL-0264,V001,2026-10-04,1.7,Mobilization,Processed,REF-0002206
PAY-02207,MPL-0264,V001,2026-07-24,0.07,Finishing,Processed,REF-0002207
PAY-02208,MPL-0264,V001,2026-09-04,0.39,Mobilization,Processed,REF-0002208
PAY-02209,MPL-0264,V001,2027-03-04,4.37,Finishing,Processed,REF-0002209
PAY-02210,MPL-0264,V001,2026-09-03,0.77,Foundation,Processed,REF-0002210
PAY-02211,MPL-0264,V001,2027-02-13,0.18,Mobilization,Processed,REF-0002211
PAY-02212,MPL-0265,V072,2027-01-02,1.43,Mobilization,Processed,REF-0002212
PAY-02213,MPL-0265,V072,2026-06-28,0.42,Foundation,Processed,REF-0002213
PAY-02214,MPL-0265,V072,2026-05-21,0.37,Finishing,Processed,REF-0002214
PAY-02215,MPL-0265,V072,2026-08-04,7.34,Mobilization,Processed,REF-0002215
PAY-02216,MPL-0265,V072,2026-06-05,2.31,Foundation,Processed,REF-0002216
PAY-02217,MPL-0265,V072,2026-12-11,0.62,Final,Processed,REF-0002217
PAY-02218,MPL-0265,V072,2026-11-07,4.64,Finishing,Processed,REF-0002218
PAY-02219,MPL-0265,V072,2026-07-14,1.24,Finishing,Processed,REF-0002219
PAY-02220,MPL-0265,V072,2027-03-03,1.6,Mobilization,Processed,REF-0002220
PAY-02221,MPL-0265,V072,2027-04-06,0.04,Final,Processed,REF-0002221
PAY-02222,MPL-0265,V072,2026-08-06,0.15,Foundation,Processed,REF-0002222
PAY-02223,MPL-0265,V072,2026-10-11,1.19,Mobilization,Processed,REF-0002223
PAY-02224,MPL-0266,V059,2026-09-04,3.2,Execution,Processed,REF-0002224
PAY-02225,MPL-0266,V059,2026-10-24,1.36,Foundation,Processed,REF-0002225
PAY-02226,MPL-0266,V059,2026-12-14,0.2,Finishing,Processed,REF-0002226
PAY-02227,MPL-0266,V059,2026-09-28,0.17,Mobilization,Processed,REF-0002227
PAY-02228,MPL-0266,V059,2027-01-04,2.6,Finishing,Processed,REF-0002228
PAY-02229,MPL-0267,V002,2026-10-13,0.62,Final,Processed,REF-0002229
PAY-02230,MPL-0267,V002,2026-06-18,3.06,Foundation,Processed,REF-0002230
PAY-02231,MPL-0267,V002,2026-08-19,0.16,Foundation,Processed,REF-0002231
PAY-02232,MPL-0267,V002,2026-11-04,0.35,Finishing,Processed,REF-0002232
PAY-02233,MPL-0267,V002,2026-05-29,4.64,Finishing,Processed,REF-0002233
PAY-02234,MPL-0267,V002,2026-06-21,4.86,Foundation,Processed,REF-0002234
PAY-02235,MPL-0267,V002,2027-03-21,1.74,Final,Processed,REF-0002235
PAY-02236,MPL-0268,V033,2027-01-28,0.19,Foundation,Processed,REF-0002236
PAY-02237,MPL-0268,V033,2026-06-30,1.32,Final,Processed,REF-0002237
PAY-02238,MPL-0268,V033,2026-09-27,0.19,Mobilization,Processed,REF-0002238
PAY-02239,MPL-0268,V033,2026-06-14,0.61,Mobilization,Processed,REF-0002239
PAY-02240,MPL-0268,V033,2026-11-13,2.7,Final,Processed,REF-0002240
PAY-02241,MPL-0268,V033,2027-01-16,0.13,Mobilization,Processed,REF-0002241
PAY-02242,MPL-0268,V033,2027-02-28,2.22,Foundation,Processed,REF-0002242
PAY-02243,MPL-0268,V033,2026-09-29,0.16,Execution,Processed,REF-0002243
PAY-02244,MPL-0268,V033,2026-05-07,0.66,Foundation,Processed,REF-0002244
PAY-02245,MPL-0269,V040,2026-07-31,0.94,Mobilization,Processed,REF-0002245
PAY-02246,MPL-0269,V040,2026-10-15,6.69,Mobilization,Processed,REF-0002246
PAY-02247,MPL-0269,V040,2027-01-16,0.64,Mobilization,Processed,REF-0002247
PAY-02248,MPL-0269,V040,2026-10-18,1.02,Final,Processed,REF-0002248
PAY-02249,MPL-0269,V040,2026-06-03,8.12,Foundation,Processed,REF-0002249
PAY-02250,MPL-0269,V040,2027-02-18,1.53,Mobilization,Processed,REF-0002250
PAY-02251,MPL-0270,V022,2026-04-01,2.44,Finishing,Processed,REF-0002251
PAY-02252,MPL-0270,V022,2027-01-08,1.04,Finishing,Processed,REF-0002252
PAY-02253,MPL-0270,V022,2026-08-13,4.22,Final,Processed,REF-0002253
PAY-02254,MPL-0270,V022,2026-10-06,0.05,Finishing,Processed,REF-0002254
PAY-02255,MPL-0270,V022,2026-07-21,0.18,Finishing,Processed,REF-0002255
PAY-02256,MPL-0270,V022,2027-01-29,3.19,Execution,Processed,REF-0002256
PAY-02257,MPL-0271,V008,2026-12-17,0.7,Finishing,Processed,REF-0002257
PAY-02258,MPL-0271,V008,2026-09-28,5.14,Foundation,Processed,REF-0002258
PAY-02259,MPL-0271,V008,2026-09-15,3.91,Final,Processed,REF-0002259
PAY-02260,MPL-0271,V008,2026-07-29,2.1,Foundation,Processed,REF-0002260
PAY-02261,MPL-0271,V008,2026-04-09,2.86,Execution,Processed,REF-0002261
PAY-02262,MPL-0271,V008,2026-12-18,1.84,Foundation,Processed,REF-0002262
PAY-02263,MPL-0271,V008,2026-08-12,0.22,Execution,Processed,REF-0002263
PAY-02264,MPL-0271,V008,2026-04-18,2.43,Execution,Processed,REF-0002264
PAY-02265,MPL-0271,V008,2026-02-05,0.4,Finishing,Processed,REF-0002265
PAY-02266,MPL-0271,V008,2026-06-28,0.65,Foundation,Processed,REF-0002266
PAY-02267,MPL-0272,V006,2027-01-05,3.99,Finishing,Processed,REF-0002267
PAY-02268,MPL-0272,V006,2027-02-16,1.8,Foundation,Processed,REF-0002268
PAY-02269,MPL-0272,V006,2026-12-06,4.59,Foundation,Processed,REF-0002269
PAY-02270,MPL-0272,V006,2027-03-31,0.56,Execution,Processed,REF-0002270
PAY-02271,MPL-0272,V006,2026-08-29,2.19,Finishing,Processed,REF-0002271
PAY-02272,MPL-0273,V058,2026-10-26,0.28,Finishing,Processed,REF-0002272
PAY-02273,MPL-0273,V058,2026-11-13,3.28,Finishing,Processed,REF-0002273
PAY-02274,MPL-0273,V058,2026-10-11,4.57,Finishing,Processed,REF-0002274
PAY-02275,MPL-0273,V058,2026-09-29,2.8,Execution,Processed,REF-0002275
PAY-02276,MPL-0273,V058,2026-09-09,0.98,Finishing,Processed,REF-0002276
PAY-02277,MPL-0273,V058,2026-06-03,0.1,Final,Processed,REF-0002277
PAY-02278,MPL-0273,V058,2026-07-10,0.4,Foundation,Processed,REF-0002278
PAY-02279,MPL-0273,V058,2026-07-16,3.1,Foundation,Processed,REF-0002279
PAY-02280,MPL-0273,V058,2027-01-12,8.66,Foundation,Processed,REF-0002280
PAY-02281,MPL-0273,V058,2027-02-27,0.74,Final,Processed,REF-0002281
PAY-02282,MPL-0273,V058,2026-09-29,4.22,Finishing,Processed,REF-0002282
PAY-02283,MPL-0274,V064,2026-12-09,5.53,Execution,Processed,REF-0002283
PAY-02284,MPL-0274,V064,2026-09-18,2.02,Finishing,Processed,REF-0002284
PAY-02285,MPL-0274,V064,2026-08-12,3.04,Finishing,Processed,REF-0002285
PAY-02286,MPL-0274,V064,2026-07-26,4.64,Final,Processed,REF-0002286
PAY-02287,MPL-0274,V064,2027-04-30,0.83,Finishing,Processed,REF-0002287
PAY-02288,MPL-0274,V064,2026-11-01,0.97,Final,Processed,REF-0002288
PAY-02289,MPL-0274,V064,2026-12-29,0.0,Mobilization,Processed,REF-0002289
PAY-02290,MPL-0274,V064,2026-09-11,9.07,Foundation,Processed,REF-0002290
PAY-02291,MPL-0274,V064,2026-11-20,6.86,Final,Processed,REF-0002291
PAY-02292,MPL-0274,V064,2026-08-20,3.98,Finishing,Processed,REF-0002292
PAY-02293,MPL-0274,V064,2027-02-20,0.23,Finishing,Processed,REF-0002293
PAY-02294,MPL-0275,V080,2027-02-20,0.3,Mobilization,Processed,REF-0002294
PAY-02295,MPL-0275,V080,2026-10-22,0.05,Finishing,Processed,REF-0002295
PAY-02296,MPL-0275,V080,2027-04-25,0.01,Foundation,Processed,REF-0002296
PAY-02297,MPL-0275,V080,2026-11-25,0.48,Final,Processed,REF-0002297
PAY-02298,MPL-0275,V080,2026-09-26,1.61,Finishing,Processed,REF-0002298
PAY-02299,MPL-0275,V080,2027-04-29,1.16,Foundation,Processed,REF-0002299
PAY-02300,MPL-0275,V080,2026-09-24,0.59,Finishing,Processed,REF-0002300
PAY-02301,MPL-0276,V008,2027-02-11,0.29,Foundation,Processed,REF-0002301
PAY-02302,MPL-0276,V008,2026-08-22,0.92,Finishing,Processed,REF-0002302
PAY-02303,MPL-0276,V008,2026-11-25,1.1,Final,Processed,REF-0002303
PAY-02304,MPL-0276,V008,2027-04-26,4.12,Final,Processed,REF-0002304
PAY-02305,MPL-0276,V008,2027-05-04,4.63,Mobilization,Processed,REF-0002305
PAY-02306,MPL-0276,V008,2026-08-05,1.39,Mobilization,Processed,REF-0002306
PAY-02307,MPL-0276,V008,2026-07-30,1.55,Mobilization,Processed,REF-0002307
PAY-02308,MPL-0276,V008,2026-06-21,0.13,Mobilization,Processed,REF-0002308
PAY-02309,MPL-0276,V008,2026-12-03,0.98,Mobilization,Processed,REF-0002309
PAY-02310,MPL-0276,V008,2026-11-24,1.71,Execution,Processed,REF-0002310
PAY-02311,MPL-0277,V072,2026-07-13,1.94,Foundation,Processed,REF-0002311
PAY-02312,MPL-0277,V072,2026-10-01,9.42,Mobilization,Processed,REF-0002312
PAY-02313,MPL-0277,V072,2026-10-29,29.94,Final,Processed,REF-0002313
PAY-02314,MPL-0277,V072,2026-10-05,13.59,Final,Processed,REF-0002314
PAY-02315,MPL-0277,V072,2026-12-11,1.28,Finishing,Processed,REF-0002315
PAY-02316,MPL-0277,V072,2026-10-17,3.32,Foundation,Processed,REF-0002316
PAY-02317,MPL-0277,V072,2026-09-22,10.04,Execution,Processed,REF-0002317
PAY-02318,MPL-0277,V072,2026-06-17,7.0,Final,Processed,REF-0002318
PAY-02319,MPL-0278,V042,2026-07-02,0.75,Foundation,Processed,REF-0002319
PAY-02320,MPL-0278,V042,2026-11-14,1.28,Mobilization,Processed,REF-0002320
PAY-02321,MPL-0278,V042,2027-01-13,1.49,Final,Processed,REF-0002321
PAY-02322,MPL-0278,V042,2026-11-11,2.7,Foundation,Processed,REF-0002322
PAY-02323,MPL-0278,V042,2027-01-28,0.71,Final,Processed,REF-0002323
PAY-02324,MPL-0278,V042,2027-03-03,2.77,Finishing,Processed,REF-0002324
PAY-02325,MPL-0278,V042,2026-09-06,0.7,Foundation,Processed,REF-0002325
PAY-02326,MPL-0279,V018,2027-03-03,0.13,Foundation,Processed,REF-0002326
PAY-02327,MPL-0279,V018,2026-11-11,1.87,Mobilization,Processed,REF-0002327
PAY-02328,MPL-0279,V018,2026-04-18,2.06,Foundation,Processed,REF-0002328
PAY-02329,MPL-0279,V018,2026-10-10,6.32,Finishing,Processed,REF-0002329
PAY-02330,MPL-0279,V018,2026-10-09,3.0,Finishing,Processed,REF-0002330
PAY-02331,MPL-0279,V018,2026-06-24,5.79,Mobilization,Processed,REF-0002331
PAY-02332,MPL-0280,V034,2026-11-25,0.43,Final,Processed,REF-0002332
PAY-02333,MPL-0280,V034,2027-01-31,0.17,Foundation,Processed,REF-0002333
PAY-02334,MPL-0280,V034,2026-11-29,0.14,Mobilization,Processed,REF-0002334
PAY-02335,MPL-0280,V034,2026-12-21,0.15,Final,Processed,REF-0002335
PAY-02336,MPL-0280,V034,2026-10-07,0.69,Execution,Processed,REF-0002336
PAY-02337,MPL-0280,V034,2026-05-27,0.27,Execution,Processed,REF-0002337
PAY-02338,MPL-0280,V034,2026-05-19,0.02,Foundation,Processed,REF-0002338
PAY-02339,MPL-0280,V034,2026-06-22,0.27,Final,Processed,REF-0002339
PAY-02340,MPL-0280,V034,2026-09-14,0.03,Finishing,Processed,REF-0002340
PAY-02341,MPL-0280,V034,2026-06-29,0.11,Mobilization,Processed,REF-0002341
PAY-02342,MPL-0281,V039,2026-12-10,1.04,Execution,Processed,REF-0002342
PAY-02343,MPL-0281,V039,2026-06-18,5.15,Mobilization,Processed,REF-0002343
PAY-02344,MPL-0281,V039,2026-07-20,9.24,Final,Processed,REF-0002344
PAY-02345,MPL-0281,V039,2026-09-30,1.51,Mobilization,Processed,REF-0002345
PAY-02346,MPL-0281,V039,2026-12-04,0.38,Final,Processed,REF-0002346
PAY-02347,MPL-0281,V039,2026-08-21,1.56,Foundation,Processed,REF-0002347
PAY-02348,MPL-0281,V039,2026-07-25,4.92,Execution,Processed,REF-0002348
PAY-02349,MPL-0281,V039,2026-04-28,1.76,Final,Processed,REF-0002349
PAY-02350,MPL-0282,V068,2026-10-14,0.8,Mobilization,Processed,REF-0002350
PAY-02351,MPL-0282,V068,2026-09-28,0.5,Execution,Processed,REF-0002351
PAY-02352,MPL-0282,V068,2026-04-16,1.68,Mobilization,Processed,REF-0002352
PAY-02353,MPL-0282,V068,2026-12-19,0.79,Foundation,Processed,REF-0002353
PAY-02354,MPL-0282,V068,2026-06-26,3.21,Execution,Processed,REF-0002354
PAY-02355,MPL-0282,V068,2026-09-07,0.19,Finishing,Processed,REF-0002355
PAY-02356,MPL-0282,V068,2026-07-12,2.67,Mobilization,Processed,REF-0002356
PAY-02357,MPL-0282,V068,2026-06-09,0.66,Finishing,Processed,REF-0002357
PAY-02358,MPL-0282,V068,2026-12-24,1.64,Mobilization,Processed,REF-0002358
PAY-02359,MPL-0283,V017,2027-01-14,0.5,Mobilization,Processed,REF-0002359
PAY-02360,MPL-0283,V017,2026-06-12,1.88,Final,Processed,REF-0002360
PAY-02361,MPL-0283,V017,2026-04-12,4.27,Final,Processed,REF-0002361
PAY-02362,MPL-0283,V017,2026-04-16,3.66,Execution,Processed,REF-0002362
PAY-02363,MPL-0283,V017,2026-10-18,1.29,Foundation,Processed,REF-0002363
PAY-02364,MPL-0283,V017,2026-12-03,0.91,Finishing,Processed,REF-0002364
PAY-02365,MPL-0283,V017,2026-10-22,2.51,Mobilization,Processed,REF-0002365
PAY-02366,MPL-0283,V017,2026-08-23,1.69,Finishing,Processed,REF-0002366
PAY-02367,MPL-0283,V017,2026-09-25,0.3,Execution,Processed,REF-0002367
PAY-02368,MPL-0283,V017,2026-12-25,2.53,Finishing,Processed,REF-0002368
PAY-02369,MPL-0284,V068,2026-09-06,0.42,Foundation,Processed,REF-0002369
PAY-02370,MPL-0284,V068,2026-09-08,0.16,Execution,Processed,REF-0002370
PAY-02371,MPL-0284,V068,2026-12-22,0.25,Foundation,Processed,REF-0002371
PAY-02372,MPL-0284,V068,2026-11-20,0.23,Execution,Processed,REF-0002372
PAY-02373,MPL-0284,V068,2026-07-29,0.55,Mobilization,Processed,REF-0002373
PAY-02374,MPL-0284,V068,2026-10-31,0.2,Mobilization,Processed,REF-0002374
PAY-02375,MPL-0284,V068,2026-08-25,0.1,Final,Processed,REF-0002375
PAY-02376,MPL-0284,V068,2026-05-12,0.1,Mobilization,Processed,REF-0002376
PAY-02377,MPL-0284,V068,2026-05-19,0.65,Mobilization,Processed,REF-0002377
PAY-02378,MPL-0284,V068,2026-07-17,0.99,Mobilization,Processed,REF-0002378
PAY-02379,MPL-0284,V068,2026-06-13,0.29,Execution,Processed,REF-0002379
PAY-02380,MPL-0285,V079,2026-07-21,0.07,Final,Processed,REF-0002380
PAY-02381,MPL-0285,V079,2026-09-02,0.26,Mobilization,Processed,REF-0002381
PAY-02382,MPL-0285,V079,2026-06-11,4.77,Mobilization,Processed,REF-0002382
PAY-02383,MPL-0285,V079,2026-05-10,1.32,Execution,Processed,REF-0002383
PAY-02384,MPL-0285,V079,2027-03-16,1.17,Mobilization,Processed,REF-0002384
PAY-02385,MPL-0285,V079,2026-07-22,0.08,Final,Processed,REF-0002385
PAY-02386,MPL-0286,V015,2027-02-16,2.56,Execution,Processed,REF-0002386
PAY-02387,MPL-0286,V015,2027-03-05,1.47,Mobilization,Processed,REF-0002387
PAY-02388,MPL-0286,V015,2027-02-06,0.44,Mobilization,Processed,REF-0002388
PAY-02389,MPL-0286,V015,2026-04-27,0.23,Foundation,Processed,REF-0002389
PAY-02390,MPL-0286,V015,2026-07-10,0.95,Mobilization,Processed,REF-0002390
PAY-02391,MPL-0286,V015,2026-07-03,3.56,Mobilization,Processed,REF-0002391
PAY-02392,MPL-0286,V015,2026-05-15,3.93,Mobilization,Processed,REF-0002392
PAY-02393,MPL-0286,V015,2026-11-06,1.81,Foundation,Processed,REF-0002393
PAY-02394,MPL-0286,V015,2026-07-15,2.55,Mobilization,Processed,REF-0002394
PAY-02395,MPL-0286,V015,2026-05-09,0.24,Finishing,Processed,REF-0002395
PAY-02396,MPL-0286,V015,2026-09-10,1.74,Final,Processed,REF-0002396
PAY-02397,MPL-0286,V015,2026-07-06,2.16,Finishing,Processed,REF-0002397
PAY-02398,MPL-0287,V022,2026-10-06,10.0,Final,Processed,REF-0002398
PAY-02399,MPL-0287,V022,2026-10-07,10.0,Finishing,Processed,REF-0002399
PAY-02400,MPL-0287,V022,2026-06-22,0.66,Final,Processed,REF-0002400
PAY-02401,MPL-0287,V022,2026-02-26,1.15,Finishing,Processed,REF-0002401
PAY-02402,MPL-0287,V022,2026-04-30,2.96,Final,Processed,REF-0002402
PAY-02403,MPL-0287,V022,2026-01-29,3.11,Mobilization,Processed,REF-0002403
PAY-02404,MPL-0287,V022,2026-04-26,3.67,Foundation,Processed,REF-0002404
PAY-02405,MPL-0287,V022,2026-06-09,0.36,Foundation,Processed,REF-0002405
PAY-02406,MPL-0288,V041,2026-07-17,6.64,Mobilization,Processed,REF-0002406
PAY-02407,MPL-0288,V041,2026-08-19,2.67,Foundation,Processed,REF-0002407
PAY-02408,MPL-0288,V041,2026-10-26,2.24,Foundation,Processed,REF-0002408
PAY-02409,MPL-0288,V041,2026-08-06,13.92,Finishing,Processed,REF-0002409
PAY-02410,MPL-0288,V041,2027-04-05,4.73,Final,Processed,REF-0002410
PAY-02411,MPL-0288,V041,2026-10-13,0.44,Final,Processed,REF-0002411
PAY-02412,MPL-0288,V041,2026-12-12,4.96,Final,Processed,REF-0002412
PAY-02413,MPL-0288,V041,2027-04-07,0.35,Execution,Processed,REF-0002413
PAY-02414,MPL-0289,V036,2026-09-01,0.06,Execution,Processed,REF-0002414
PAY-02415,MPL-0289,V036,2026-07-21,1.09,Foundation,Processed,REF-0002415
PAY-02416,MPL-0289,V036,2026-10-24,10.66,Mobilization,Processed,REF-0002416
PAY-02417,MPL-0289,V036,2026-12-27,0.41,Execution,Processed,REF-0002417
PAY-02418,MPL-0289,V036,2026-06-19,2.36,Foundation,Processed,REF-0002418
PAY-02419,MPL-0289,V036,2026-02-28,0.4,Mobilization,Processed,REF-0002419
PAY-02420,MPL-0289,V036,2026-02-27,2.72,Finishing,Processed,REF-0002420
