progress_id,project_id,update_date,milestone,planned_progress_pct,physical_progress_pct,financial_progress_pct,remarks
PR-01241,MPL-0248,2026-06-13,Execution,38.77,14.15,45.31,Routine progress update
PR-01242,MPL-0248,2026-07-28,Finishing,51.7,25.48,60.41,Routine progress update
PR-01243,MPL-0248,2026-09-11,Inspection,64.62,24.23,75.51,Routine progress update
PR-01244,MPL-0248,2026-10-26,Completion,77.55,42.62,90.62,Routine progress update
PR-01245,MPL-0249,2026-06-17,Planning,8.36,14.16,10.08,Routine progress update
PR-01246,MPL-0249,2026-08-01,Foundation,16.73,17.71,20.16,Routine progress update
PR-01247,MPL-0249,2026-09-15,Execution,25.09,25.2,30.25,Routine progress update
PR-01248,MPL-0249,2026-10-30,Finishing,33.45,32.84,40.33,Routine progress update
PR-01249,MPL-0249,2026-12-14,Inspection,41.81,37.18,50.41,Routine progress update
PR-01250,MPL-0249,2027-01-28,Completion,50.18,48.15,60.49,Routine progress update
PR-01251,MPL-0250,2026-03-31,Planning,17.09,11.46,18.57,Routine progress update
PR-01252,MPL-0250,2026-05-15,Foundation,34.17,32.33,37.14,Routine progress update
PR-01253,MPL-0250,2026-06-29,Execution,51.26,48.94,55.71,Routine progress update
PR-01254,MPL-0250,2026-08-13,Finishing,68.35,59.12,74.27,Routine progress update
PR-01255,MPL-0251,2026-05-28,Planning,16.49,15.35,16.29,Routine progress update
PR-01256,MPL-0251,2026-07-12,Foundation,32.99,30.61,32.57,Routine progress update
PR-01257,MPL-0251,2026-08-26,Execution,49.48,59.02,48.86,Routine progress update
PR-01258,MPL-0251,2026-10-10,Finishing,65.97,68.85,65.15,Routine progress update
PR-01259,MPL-0252,2026-03-22,Planning,7.11,7.57,24.1,Routine progress update
PR-01260,MPL-0252,2026-05-06,Foundation,14.21,17.94,48.2,Routine progress update
PR-01261,MPL-0252,2026-06-20,Execution,21.32,26.23,72.3,Routine progress update
PR-01262,MPL-0252,2026-08-04,Finishing,28.43,36.46,96.4,Routine progress update
PR-01263,MPL-0252,2026-09-18,Inspection,35.53,40.33,100.0,Routine progress update
PR-01264,MPL-0253,2026-03-02,Planning,7.69,0.0,9.63,Routine progress update
PR-01265,MPL-0253,2026-04-16,Foundation,15.38,0.0,19.26,Routine progress update
PR-01266,MPL-0253,2026-05-31,Execution,23.08,4.02,28.89,Routine progress update
PR-01267,MPL-0253,2026-07-15,Finishing,30.77,4.64,38.52,Routine progress update
PR-01268,MPL-0253,2026-08-29,Inspection,38.46,9.34,48.15,Routine progress update
PR-01269,MPL-0253,2026-10-13,Completion,46.15,17.9,57.79,Routine progress update
PR-01270,MPL-0254,2026-05-07,Planning,29.71,4.71,1.9,Routine progress update
PR-01271,MPL-0254,2026-06-21,Foundation,59.43,10.92,3.8,Routine progress update
PR-01272,MPL-0254,2026-08-05,Execution,89.14,18.58,5.7,Routine progress update
PR-01273,MPL-0255,2026-04-28,Planning,9.32,7.85,8.45,Routine progress update
PR-01274,MPL-0255,2026-06-12,Foundation,18.64,18.68,16.9,Routine progress update
PR-01275,MPL-0255,2026-07-27,Execution,27.95,30.59,25.35,Routine progress update
PR-01276,MPL-0255,2026-09-10,Finishing,37.27,41.44,33.8,Routine progress update
PR-01277,MPL-0255,2026-10-25,Inspection,46.59,51.39,42.25,Routine progress update
PR-01278,MPL-0256,2026-04-18,Planning,14.26,21.96,13.82,Routine progress update
PR-01279,MPL-0256,2026-06-02,Foundation,28.52,29.75,27.64,Routine progress update
PR-01280,MPL-0256,2026-07-17,Execution,42.77,50.15,41.46,Routine progress update
PR-01281,MPL-0256,2026-08-31,Finishing,57.03,51.84,55.28,Routine progress update
PR-01282,MPL-0257,2026-05-02,Planning,29.92,40.51,17.47,Routine progress update
PR-01283,MPL-0257,2026-06-16,Foundation,59.84,62.77,34.93,Routine progress update
PR-01284,MPL-0257,2026-07-31,Execution,89.76,95.31,52.4,Routine progress update
PR-01285,MPL-0258,2026-05-02,Planning,12.32,10.82,13.64,Routine progress update
PR-01286,MPL-0258,2026-06-16,Foundation,24.64,21.73,27.27,Routine progress update
PR-01287,MPL-0258,2026-07-31,Execution,36.97,34.25,40.91,Routine progress update
PR-01288,MPL-0258,2026-09-14,Finishing,49.29,42.89,54.55,Routine progress update
PR-01289,MPL-0259,2026-04-01,Planning,15.1,23.32,9.04,Routine progress update
PR-01290,MPL-0259,2026-05-16,Foundation,30.2,37.79,18.08,Routine progress update
PR-01291,MPL-0259,2026-06-30,Execution,45.31,62.62,27.12,Routine progress update
PR-01292,MPL-0259,2026-08-14,Finishing,60.41,86.11,36.16,Routine progress update
PR-01293,MPL-0259,2026-09-28,Inspection,75.51,98.57,45.2,Routine progress update
PR-01294,MPL-0260,2026-02-28,Planning,16.57,20.48,13.13,Routine progress update
PR-01295,MPL-0260,2026-04-14,Foundation,33.14,36.83,26.25,Routine progress update
PR-01296,MPL-0260,2026-05-29,Execution,49.71,60.9,39.38,Routine progress update
PR-01297,MPL-0261,2026-02-23,Planning,21.63,19.21,6.96,Routine progress update
PR-01298,MPL-0261,2026-04-09,Foundation,43.26,45.65,13.93,Routine progress update
PR-01299,MPL-0261,2026-05-24,Execution,64.89,57.2,20.89,Routine progress update
PR-01300,MPL-0261,2026-07-08,Finishing,86.52,82.95,27.85,Routine progress update
PR-01301,MPL-0262,2026-03-14,Planning,13.52,13.04,10.03,Routine progress update
PR-01302,MPL-0262,2026-04-28,Foundation,27.04,28.82,20.06,Routine progress update
PR-01303,MPL-0262,2026-06-12,Execution,40.56,29.97,30.08,Routine progress update
PR-01304,MPL-0262,2026-07-27,Finishing,54.08,49.64,40.11,Routine progress update
PR-01305,MPL-0262,2026-09-10,Inspection,67.6,57.87,50.14,Routine progress update
PR-01306,MPL-0262,2026-10-25,Completion,81.12,63.66,60.17,Routine progress update
PR-01307,MPL-0263,2026-04-27,Planning,9.82,10.89,8.88,Routine progress update
PR-01308,MPL-0263,2026-06-11,Foundation,19.64,27.17,17.76,Routine progress update
PR-01309,MPL-0263,2026-07-26,Execution,29.46,26.02,26.65,Routine progress update
PR-01310,MPL-0263,2026-09-09,Finishing,39.28,40.23,35.53,Routine progress update
PR-01311,MPL-0263,2026-10-24,Inspection,49.1,46.89,44.41,Routine progress update
PR-01312,MPL-0263,2026-12-08,Completion,58.92,59.12,53.29,Routine progress update
PR-01313,MPL-0264,2026-05-14,Planning,7.09,14.48,15.04,Routine progress update
PR-01314,MPL-0264,2026-06-28,Foundation,14.18,16.41,30.08,Routine progress update
PR-01315,MPL-0264,2026-08-12,Execution,21.27,31.85,45.11,Routine progress update
PR-01316,MPL-0264,2026-09-26,Finishing,28.37,39.43,60.15,Routine progress update
PR-01317,MPL-0264,2026-11-10,Inspection,35.46,42.29,75.19,Routine progress update
PR-01318,MPL-0265,2026-04-22,Planning,23.51,7.78,27.44,Routine progress update
PR-01319,MPL-0265,2026-06-06,Foundation,47.02,16.0,54.89,Routine progress update
PR-01320,MPL-0265,2026-07-21,Execution,70.53,25.66,82.33,Routine progress update
PR-01321,MPL-0266,2026-06-08,Planning,11.33,9.85,6.91,Routine progress update
PR-01322,MPL-0266,2026-07-23,Foundation,22.66,16.8,13.82,Routine progress update
PR-01323,MPL-0266,2026-09-06,Execution,34.0,22.82,20.72,Routine progress update
PR-01324,MPL-0266,2026-10-21,Finishing,45.33,27.56,27.63,Routine progress update
PR-01325,MPL-0267,2026-05-07,Planning,19.74,22.66,12.39,Routine progress update
PR-01326,MPL-0267,2026-06-21,Foundation,39.49,42.58,24.79,Routine progress update
PR-01327,MPL-0267,2026-08-05,Execution,59.23,65.91,37.18,Routine progress update
PR-01328,MPL-0267,2026-09-19,Finishing,78.97,90.14,49.58,Routine progress update
PR-01329,MPL-0268,2026-04-08,Planning,8.12,0.0,8.08,Routine progress update
PR-01330,MPL-0268,2026-05-23,Foundation,16.23,11.75,16.16,Routine progress update
PR-01331,MPL-0268,2026-07-07,Execution,24.35,36.02,24.24,Routine progress update
PR-01332,MPL-0268,2026-08-21,Finishing,32.46,33.75,32.32,Routine progress update
PR-01333,MPL-0268,2026-10-05,Inspection,40.58,34.65,40.4,Routine progress update
PR-01334,MPL-0268,2026-11-19,Completion,48.69,47.86,48.48,Routine progress update
PR-01335,MPL-0269,2026-03-24,Planning,17.31,27.14,7.69,Routine progress update
PR-01336,MPL-0269,2026-05-08,Foundation,34.62,31.6,15.37,Routine progress update
PR-01337,MPL-0269,2026-06-22,Execution,51.93,56.25,23.06,Routine progress update
PR-01338,MPL-0269,2026-08-06,Finishing,69.25,69.3,30.74,Routine progress update
PR-01339,MPL-0269,2026-09-20,Inspection,86.56,84.08,38.43,Routine progress update
PR-01340,MPL-0270,2026-03-12,Planning,11.83,11.24,22.17,Routine progress update
PR-01341,MPL-0270,2026-04-26,Foundation,23.66,6.74,44.35,Routine progress update
PR-01342,MPL-0270,2026-06-10,Execution,35.49,18.65,66.52,Routine progress update
PR-01343,MPL-0271,2026-01-16,Planning,13.09,9.58,6.22,Routine progress update
PR-01344,MPL-0271,2026-03-02,Foundation,26.18,17.73,12.44,Routine progress update
PR-01345,MPL-0271,2026-04-16,Execution,39.27,32.33,18.67,Routine progress update
PR-01346,MPL-0271,2026-05-31,Finishing,52.35,49.61,24.89,Routine progress update
PR-01347,MPL-0271,2026-07-15,Inspection,65.44,58.28,31.11,Routine progress update
PR-01348,MPL-0271,2026-08-29,Completion,78.53,74.62,37.33,Routine progress update
PR-01349,MPL-0272,2026-05-05,Planning,12.22,11.7,5.82,Routine progress update
PR-01350,MPL-0272,2026-06-19,Foundation,24.45,25.81,11.63,Routine progress update
PR-01351,MPL-0272,2026-08-03,Execution,36.67,32.5,17.45,Routine progress update
PR-01352,MPL-0272,2026-09-17,Finishing,48.89,41.31,23.26,Routine progress update
PR-01353,MPL-0272,2026-11-01,Inspection,61.11,60.52,29.08,Routine progress update
PR-01354,MPL-0272,2026-12-16,Completion,73.34,62.67,34.89,Routine progress update
PR-01355,MPL-0273,2026-03-17,Planning,11.1,12.35,9.13,Routine progress update
PR-01356,MPL-0273,2026-05-01,Foundation,22.19,25.02,18.25,Routine progress update
PR-01357,MPL-0273,2026-06-15,Execution,33.29,36.28,27.38,Routine progress update
PR-01358,MPL-0273,2026-07-30,Finishing,44.39,39.23,36.51,Routine progress update
PR-01359,MPL-0273,2026-09-13,Inspection,55.48,59.07,45.63,Routine progress update
PR-01360,MPL-0273,2026-10-28,Completion,66.58,61.92,54.76,Routine progress update
PR-01361,MPL-0273,2026-12-12,Completion,77.68,80.05,63.88,Routine progress update
PR-01362,MPL-0274,2026-05-22,Planning,11.71,7.84,12.43,Routine progress update
PR-01363,MPL-0274,2026-07-06,Foundation,23.42,14.68,24.87,Routine progress update
PR-01364,MPL-0274,2026-08-20,Execution,35.12,12.28,37.3,Routine progress update
PR-01365,MPL-0274,2026-10-04,Finishing,46.83,25.16,49.73,Routine progress update
PR-01366,MPL-0274,2026-11-18,Inspection,58.54,32.85,62.16,Routine progress update
PR-01367,MPL-0274,2027-01-02,Completion,70.25,34.98,74.6,Routine progress update
PR-01368,MPL-0275,2026-06-29,Planning,17.08,1.07,4.14,Routine progress update
PR-01369,MPL-0275,2026-08-13,Foundation,34.16,12.36,8.28,Routine progress update
PR-01370,MPL-0275,2026-09-27,Execution,51.25,13.48,12.43,Routine progress update
PR-01371,MPL-0275,2026-11-11,Finishing,68.33,10.67,16.57,Routine progress update
PR-01372,MPL-0276,2026-06-07,Planning,16.18,10.54,7.29,Routine progress update
PR-01373,MPL-0276,2026-07-22,Foundation,32.36,26.14,14.58,Routine progress update
PR-01374,MPL-0276,2026-09-05,Execution,48.54,48.39,21.87,Routine progress update
PR-01375,MPL-0276,2026-10-20,Finishing,64.72,61.81,29.15,Routine progress update
PR-01376,MPL-0276,2026-12-04,Inspection,80.9,75.92,36.44,Routine progress update
PR-01377,MPL-0277,2026-04-17,Planning,12.02,13.52,20.54,Routine progress update
PR-01378,MPL-0277,2026-06-01,Foundation,24.03,28.84,41.08,Routine progress update
PR-01379,MPL-0277,2026-07-16,Execution,36.05,33.21,61.61,Routine progress update
PR-01380,MPL-0277,2026-08-30,Finishing,48.06,50.4,82.15,Routine progress update
PR-01381,MPL-0277,2026-10-14,Inspection,60.08,64.77,100.0,Routine progress update
PR-01382,MPL-0277,2026-11-28,Completion,72.1,71.25,100.0,Routine progress update
PR-01383,MPL-0278,2026-04-06,Planning,10.7,3.91,2.43,Routine progress update
PR-01384,MPL-0278,2026-05-21,Foundation,21.41,12.89,4.87,Routine progress update
PR-01385,MPL-0278,2026-07-05,Execution,32.11,11.44,7.3,Routine progress update
PR-01386,MPL-0278,2026-08-19,Finishing,42.81,15.95,9.74,Routine progress update
PR-01387,MPL-0278,2026-10-03,Inspection,53.52,5.54,12.17,Routine progress update
PR-01388,MPL-0278,2026-11-17,Completion,64.22,24.65,14.61,Routine progress update
PR-01389,MPL-0278,2027-01-01,Completion,74.92,20.74,17.04,Routine progress update
PR-01390,MPL-0279,2026-03-19,Planning,13.68,8.68,11.43,Routine progress update
PR-01391,MPL-0279,2026-05-03,Foundation,27.35,22.82,22.85,Routine progress update
PR-01392,MPL-0279,2026-06-17,Execution,41.03,29.33,34.28,Routine progress update
PR-01393,MPL-0279,2026-08-01,Finishing,54.71,51.22,45.71,Routine progress update
PR-01394,MPL-0279,2026-09-15,Inspection,68.39,57.44,57.14,Routine progress update
PR-01395,MPL-0279,2026-10-30,Completion,82.06,67.59,68.56,Routine progress update
PR-01396,MPL-0280,2026-04-04,Planning,12.88,2.12,2.31,Routine progress update
PR-01397,MPL-0280,2026-05-19,Foundation,25.76,10.05,4.61,Routine progress update
PR-01398,MPL-0280,2026-07-03,Execution,38.64,8.89,6.92,Routine progress update
PR-01399,MPL-0280,2026-08-17,Finishing,51.52,5.52,9.22,Routine progress update
PR-01400,MPL-0281,2026-01-10,Planning,28.57,28.88,23.88,Routine progress update
PR-01401,MPL-0281,2026-02-24,Foundation,57.14,50.32,47.75,Routine progress update
PR-01402,MPL-0281,2026-04-10,Execution,85.7,72.44,71.63,Routine progress update
PR-01403,MPL-0282,2026-01-11,Planning,20.88,24.48,9.23,Routine progress update
PR-01404,MPL-0282,2026-02-25,Foundation,41.75,38.82,18.45,Routine progress update
PR-01405,MPL-0282,2026-04-11,Execution,62.63,55.18,27.68,Routine progress update
PR-01406,MPL-0283,2026-03-28,Planning,21.72,18.26,15.37,Routine progress update
PR-01407,MPL-0283,2026-05-12,Foundation,43.43,44.87,30.75,Routine progress update
PR-01408,MPL-0283,2026-06-26,Execution,65.15,71.27,46.12,Routine progress update
PR-01409,MPL-0284,2026-03-05,Planning,13.2,17.07,7.44,Routine progress update
PR-01410,MPL-0284,2026-04-19,Foundation,26.39,26.44,14.87,Routine progress update
PR-01411,MPL-0284,2026-06-03,Execution,39.59,45.22,22.31,Routine progress update
PR-01412,MPL-0284,2026-07-18,Finishing,52.79,62.84,29.75,Routine progress update
PR-01413,MPL-0285,2026-04-24,Planning,20.0,8.7,11.2,Routine progress update
PR-01414,MPL-0285,2026-06-08,Foundation,40.0,37.53,22.41,Routine progress update
PR-01415,MPL-0285,2026-07-23,Execution,60.0,56.04,33.61,Routine progress update
PR-01416,MPL-0285,2026-09-06,Finishing,80.0,77.7,44.81,Routine progress update
PR-01417,MPL-0286,2026-03-20,Planning,15.14,18.56,10.79,Routine progress update
PR-01418,MPL-0286,2026-05-04,Foundation,30.28,27.79,21.58,Routine progress update
PR-01419,MPL-0286,2026-06-18,Execution,45.42,47.08,32.38,Routine progress update
PR-01420,MPL-0286,2026-08-02,Finishing,60.56,62.83,43.17,Routine progress update
PR-01421,MPL-0286,2026-09-16,Inspection,75.7,68.47,53.96,Routine progress update
PR-01422,MPL-0287,2026-01-16,Planning,7.13,5.99,12.18,Routine progress update
PR-01423,MPL-0287,2026-03-02,Foundation,14.26,1.56,24.36,Routine progress update
PR-01424,MPL-0287,2026-04-16,Execution,21.39,7.13,36.54,Routine progress update
PR-01425,MPL-0287,2026-05-31,Finishing,28.53,13.9,48.72,Routine progress update
PR-01426,MPL-0287,2026-07-15,Inspection,35.66,19.79,60.9,Routine progress update
PR-01427,MPL-0287,2026-08-29,Completion,42.79,21.49,73.08,Routine progress update
PR-01428,MPL-0287,2026-10-13,Completion,49.92,30.04,85.26,Routine progress update
PR-01429,MPL-0288,2026-05-05,Planning,20.85,5.24,27.53,Routine progress update
PR-01430,MPL-0288,2026-06-19,Foundation,41.69,18.08,55.06,Routine progress update
PR-01431,MPL-0288,2026-08-03,Execution,62.54,18.79,82.59,Routine progress update
PR-01432,MPL-0289,2026-01-16,Planning,22.5,15.8,18.76,Routine progress update
PR-01433,MPL-0289,2026-03-02,Foundation,45.0,50.4,37.52,Routine progress update
PR-01434,MPL-0289,2026-04-16,Execution,67.5,74.78,56.28,Routine progress update
PR-01435,MPL-0289,2026-05-31,Finishing,90.0,96.34,75.04,Routine progress update
PR-01436,MPL-0290,2026-05-27,Planning,22.77,22.44,10.66,Routine progress update
PR-01437,MPL-0290,2026-07-11,Foundation,45.53,39.82,21.32,Routine progress update
PR-01438,MPL-0290,2026-08-25,Execution,68.3,67.5,31.98,Routine progress update
PR-01439,MPL-0291,2026-02-10,Planning,14.91,12.68,13.9,Routine progress update
PR-01440,MPL-0291,2026-03-27,Foundation,29.83,0.0,27.8,Routine progress update
PR-01441,MPL-0291,2026-05-11,Execution,44.74,4.38,41.7,Routine progress update
PR-01442,MPL-0291,2026-06-25,Finishing,59.66,5.88,55.6,Routine progress update
PR-01443,MPL-0291,2026-08-09,Inspection,74.57,9.0,69.49,Routine progress update
PR-01444,MPL-0292,2026-01-28,Planning,11.44,6.33,2.32,Routine progress update
PR-01445,MPL-0292,2026-03-14,Foundation,22.89,6.67,4.65,Routine progress update
PR-01446,MPL-0292,2026-04-28,Execution,34.33,10.14,6.97,Routine progress update
PR-01447,MPL-0292,2026-06-12,Finishing,45.77,9.11,9.29,Routine progress update
PR-01448,MPL-0292,2026-07-27,Inspection,57.22,5.95,11.61,Routine progress update
PR-01449,MPL-0292,2026-09-10,Completion,68.66,9.02,13.94,Routine progress update
PR-01450,MPL-0293,2026-02-05,Planning,11.01,12.33,5.61,Routine progress update
PR-01451,MPL-0293,2026-03-22,Foundation,22.01,19.36,11.23,Routine progress update
PR-01452,MPL-0293,2026-05-06,Execution,33.02,33.06,16.84,Routine progress update
PR-01453,MPL-0293,2026-06-20,Finishing,44.03,38.53,22.46,Routine progress update
PR-01454,MPL-0293,2026-08-04,Inspection,55.04,41.97,28.07,Routine progress update
PR-01455,MPL-0293,2026-09-18,Completion,66.04,53.95,33.69,Routine progress update
PR-01456,MPL-0293,2026-11-02,Completion,77.05,67.64,39.3,Routine progress update
PR-01457,MPL-0294,2026-04-20,Planning,26.78,30.9,15.3,Routine progress update
PR-01458,MPL-0294,2026-06-04,Foundation,53.56,59.54,30.59,Routine progress update
PR-01459,MPL-0294,2026-07-19,Execution,80.34,79.99,45.89,Routine progress update
PR-01460,MPL-0295,2026-01-11,Planning,14.66,8.55,8.05,Routine progress update
PR-01461,MPL-0295,2026-02-25,Foundation,29.31,25.95,16.1,Routine progress update
PR-01462,MPL-0295,2026-04-11,Execution,43.97,45.82,24.15,Routine progress update
PR-01463,MPL-0295,2026-05-26,Finishing,58.63,50.64,32.2,Routine progress update
PR-01464,MPL-0295,2026-07-10,Inspection,73.29,68.59,40.25,Routine progress update
PR-01465,MPL-0295,2026-08-24,Completion,87.94,81.94,48.3,Routine progress update
PR-01466,MPL-0296,2026-01-24,Planning,11.2,15.52,8.99,Routine progress update
PR-01467,MPL-0296,2026-03-10,Foundation,22.4,31.62,17.99,Routine progress update
PR-01468,MPL-0296,2026-04-24,Execution,33.6,43.69,26.98,Routine progress update
PR-01469,MPL-0296,2026-06-08,Finishing,44.8,47.54,35.97,Routine progress update
PR-01470,MPL-0296,2026-07-23,Inspection,56.0,54.0,44.97,Routine progress update
PR-01471,MPL-0296,2026-09-06,Completion,67.2,72.16,53.96,Routine progress update
PR-01472,MPL-0297,2026-06-27,Planning,14.9,13.35,6.21,Routine progress update
PR-01473,MPL-0297,2026-08-11,Foundation,29.8,24.64,12.42,Routine progress update
PR-01474,MPL-0297,2026-09-25,Execution,44.71,47.01,18.63,Routine progress update
PR-01475,MPL-0297,2026-11-09,Finishing,59.61,52.26,24.84,Routine progress update
PR-01476,MPL-0297,2026-12-24,Inspection,74.51,67.84,31.05,Routine progress update
PR-01477,MPL-0298,2026-01-12,Planning,14.25,6.43,14.21,Routine progress update
PR-01478,MPL-0298,2026-02-26,Foundation,28.51,9.73,28.42,Routine progress update
PR-01479,MPL-0298,2026-04-12,Execution,42.76,8.98,42.63,Routine progress update
PR-01480,MPL-0298,2026-05-27,Finishing,57.02,21.93,56.84,Routine progress update
PR-01481,MPL-0298,2026-07-11,Inspection,71.27,40.82,71.05,Routine progress update
PR-01482,MPL-0299,2026-02-21,Planning,10.04,0.91,12.79,Routine progress update
PR-01483,MPL-0299,2026-04-07,Foundation,20.08,4.51,25.59,Routine progress update
PR-01484,MPL-0299,2026-05-22,Execution,30.11,25.4,38.38,Routine progress update
PR-01485,MPL-0299,2026-07-06,Finishing,40.15,26.5,51.17,Routine progress update
PR-01486,MPL-0299,2026-08-20,Inspection,50.19,30.17,63.96,Routine progress update
PR-01487,MPL-0299,2026-10-04,Completion,60.23,40.75,76.76,Routine progress update
PR-01488,MPL-0300,2026-02-23,Planning,18.07,11.81,8.91,Routine progress update
PR-01489,MPL-0300,2026-04-09,Foundation,36.13,29.84,17.81,Routine progress update
PR-01490,MPL-0300,2026-05-24,Execution,54.2,49.21,26.72,Routine progress update
PR-01491,MPL-0301,2026-05-27,Planning,11.14,24.98,4.99,Routine progress update
PR-01492,MPL-0301,2026-07-11,Foundation,22.28,28.4,9.98,Routine progress update
PR-01493,MPL-0301,2026-08-25,Execution,33.42,54.73,14.97,Routine progress update
PR-01494,MPL-0301,2026-10-09,Finishing,44.56,67.67,19.96,Routine progress update
PR-01495,MPL-0301,2026-11-23,Inspection,55.7,83.33,24.95,Routine progress update
PR-01496,MPL-0301,2027-01-07,Completion,66.84,99.18,29.94,Routine progress update
PR-01497,MPL-0302,2026-05-15,Planning,10.25,5.73,14.58,Routine progress update
PR-01498,MPL-0302,2026-06-29,Foundation,20.51,26.39,29.17,Routine progress update
PR-01499,MPL-0302,2026-08-13,Execution,30.76,30.67,43.75,Routine progress update
PR-01500,MPL-0302,2026-09-27,Finishing,41.01,40.75,58.34,Routine progress update
PR-01501,MPL-0303,2026-06-07,Planning,8.91,5.59,1.07,Routine progress update
PR-01502,MPL-0303,2026-07-22,Foundation,17.82,7.26,2.15,Routine progress update
PR-01503,MPL-0303,2026-09-05,Execution,26.73,6.47,3.22,Routine progress update
PR-01504,MPL-0303,2026-10-20,Finishing,35.64,12.52,4.29,Routine progress update
PR-01505,MPL-0303,2026-12-04,Inspection,44.55,15.96,5.37,Routine progress update
PR-01506,MPL-0303,2027-01-18,Completion,53.46,17.54,6.44,Routine progress update
PR-01507,MPL-0303,2027-03-04,Completion,62.38,12.24,7.52,Routine progress update
PR-01508,MPL-0304,2026-03-27,Planning,8.91,11.07,9.98,Routine progress update
PR-01509,MPL-0304,2026-05-11,Foundation,17.81,14.87,19.96,Routine progress update
PR-01510,MPL-0304,2026-06-25,Execution,26.72,27.94,29.94,Routine progress update
PR-01511,MPL-0304,2026-08-09,Finishing,35.62,27.55,39.93,Routine progress update
PR-01512,MPL-0305,2026-06-07,Planning,11.55,11.31,7.2,Routine progress update
PR-01513,MPL-0305,2026-07-22,Foundation,23.1,23.02,14.4,Routine progress update
PR-01514,MPL-0305,2026-09-05,Execution,34.65,38.96,21.6,Routine progress update
PR-01515,MPL-0305,2026-10-20,Finishing,46.21,52.81,28.8,Routine progress update
PR-01516,MPL-0305,2026-12-04,Inspection,57.76,65.62,35.99,Routine progress update
PR-01517,MPL-0305,2027-01-18,Completion,69.31,77.81,43.19,Routine progress update
PR-01518,MPL-0305,2027-03-04,Completion,80.86,91.83,50.39,Routine progress update
PR-01519,MPL-0306,2026-01-15,Planning,13.09,12.15,9.01,Routine progress update
PR-01520,MPL-0306,2026-03-01,Foundation,26.18,22.58,18.02,Routine progress update
PR-01521,MPL-0306,2026-04-15,Execution,39.26,35.27,27.03,Routine progress update
PR-01522,MPL-0306,2026-05-30,Finishing,52.35,56.04,36.04,Routine progress update
PR-01523,MPL-0307,2026-04-10,Planning,19.08,8.01,20.49,Routine progress update
PR-01524,MPL-0307,2026-05-25,Foundation,38.17,4.84,40.97,Routine progress update
PR-01525,MPL-0307,2026-07-09,Execution,57.25,22.78,61.46,Routine progress update
PR-01526,MPL-0307,2026-08-23,Finishing,76.33,32.04,81.94,Routine progress update
PR-01527,MPL-0308,2026-02-21,Planning,12.31,9.25,7.02,Routine progress update
PR-01528,MPL-0308,2026-04-07,Foundation,24.62,25.56,14.03,Routine progress update
PR-01529,MPL-0308,2026-05-22,Execution,36.93,34.43,21.05,Routine progress update
PR-01530,MPL-0308,2026-07-06,Finishing,49.24,50.95,28.06,Routine progress update
PR-01531,MPL-0308,2026-08-20,Inspection,61.55,55.88,35.08,Routine progress update
PR-01532,MPL-0309,2026-04-28,Planning,11.74,14.29,20.47,Routine progress update
PR-01533,MPL-0309,2026-06-12,Foundation,23.48,33.08,40.94,Routine progress update
PR-01534,MPL-0309,2026-07-27,Execution,35.23,48.68,61.41,Routine progress update
PR-01535,MPL-0310,2026-06-13,Planning,10.04,10.75,21.69,Routine progress update
PR-01536,MPL-0310,2026-07-28,Foundation,20.09,16.74,43.37,Routine progress update
PR-01537,MPL-0310,2026-09-11,Execution,30.13,20.77,65.06,Routine progress update
PR-01538,MPL-0310,2026-10-26,Finishing,40.17,33.16,86.75,Routine progress update
PR-01539,MPL-0310,2026-12-10,Inspection,50.22,43.36,100.0,Routine progress update
PR-01540,MPL-0311,2026-06-30,Planning,13.03,1.13,22.52,Routine progress update
PR-01541,MPL-0311,2026-08-14,Foundation,26.06,8.07,45.03,Routine progress update
PR-01542,MPL-0311,2026-09-28,Execution,39.09,10.38,67.55,Routine progress update
PR-01543,MPL-0311,2026-11-12,Finishing,52.13,16.36,90.07,Routine progress update
PR-01544,MPL-0312,2026-06-07,Planning,12.37,17.64,8.88,Routine progress update
PR-01545,MPL-0312,2026-07-22,Foundation,24.74,24.03,17.76,Routine progress update
PR-01546,MPL-0312,2026-09-05,Execution,37.1,32.95,26.64,Routine progress update
PR-01547,MPL-0312,2026-10-20,Finishing,49.47,48.51,35.52,Routine progress update
PR-01548,MPL-0312,2026-12-04,Inspection,61.84,66.47,44.4,Routine progress update
PR-01549,MPL-0312,2027-01-18,Completion,74.21,79.68,53.27,Routine progress update
PR-01550,MPL-0313,2026-05-01,Planning,21.07,9.86,11.07,Routine progress update
PR-01551,MPL-0313,2026-06-15,Foundation,42.13,21.67,22.13,Routine progress update
PR-01552,MPL-0313,2026-07-30,Execution,63.2,23.95,33.2,Routine progress update
PR-01553,MPL-0313,2026-09-13,Finishing,84.26,41.14,44.26,Routine progress update
PR-01554,MPL-0314,2026-03-14,Planning,6.78,11.05,11.2,Routine progress update
PR-01555,MPL-0314,2026-04-28,Foundation,13.55,5.46,22.41,Routine progress update
PR-01556,MPL-0314,2026-06-12,Execution,20.33,30.53,33.61,Routine progress update
PR-01557,MPL-0314,2026-07-27,Finishing,27.11,28.03,44.82,Routine progress update
PR-01558,MPL-0314,2026-09-10,Inspection,33.88,34.74,56.02,Routine progress update
PR-01559,MPL-0314,2026-10-25,Completion,40.66,48.74,67.23,Routine progress update
PR-01560,MPL-0315,2026-04-09,Planning,22.5,17.3,16.02,Routine progress update
